energy,unc_en,intensity,unc_i,start_level_hl,start_level_energy,end_level_hl,end_level_energy,multipolarity,mixing_ratio,unc_mr,conversion_coeff,unc_cc,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
256,,0.0006,0.0002,,294.7,,38.53,[E1],,,0.0492,,89,136,Ac,,0,,(3/2-),9.920,,3,d,857088,259.2,A,100,,5935.1,14,87,134,Fr,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2026-09-18
279.3,0.3,0.025,0.002,,279.21,294,0.0,E1,,,0.0402,,89,136,Ac,,0,,(3/2-),9.920,,3,d,857088,259.2,A,100,,5935.1,14,87,134,Fr,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2026-09-18
284.8,0.3,0.0063,0.0005,,393.28,0.00000000028,108.40,[E1],,,0.0385,,89,136,Ac,,0,,(3/2-),9.920,,3,d,857088,259.2,A,100,,5935.1,14,87,134,Fr,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2026-09-18
298.6,0.3,0.0018,0.0005,,552.05,0.000000000035,253.56,,,,,,89,136,Ac,,0,,(3/2-),9.920,,3,d,857088,259.2,A,100,,5935.1,14,87,134,Fr,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2026-09-18
317.4,,0.00011,0.00005,,570.83,0.000000000035,253.56,,,,,,89,136,Ac,,0,,(3/2-),9.920,,3,d,857088,259.2,A,100,,5935.1,14,87,134,Fr,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2026-09-18
317.4,,0.00011,,,552.05,,234.52,,,,,,89,136,Ac,,0,,(3/2-),9.920,,3,d,857088,259.2,A,100,,5935.1,14,87,134,Fr,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2026-09-18
321.8,0.4,0.003,0.0004,,517.81,0.00000000002,195.82,,,,,,89,136,Ac,,0,,(3/2-),9.920,,3,d,857088,259.2,A,100,,5935.1,14,87,134,Fr,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2026-09-18
348.2,0.4,0.0025,0.0003,,,,,,,,,,89,136,Ac,,0,,(3/2-),9.920,,3,d,857088,259.2,A,100,,5935.1,14,87,134,Fr,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2026-09-18
354.9,0.3,0.0023,0.0003,,393.28,,38.53,[E1],,,0.0235,,89,136,Ac,,0,,(3/2-),9.920,,3,d,857088,259.2,A,100,,5935.1,14,87,134,Fr,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2026-09-18
356.6,,0.000229,0,,552.05,0.00000000002,195.82,,,,,,89,136,Ac,,0,,(3/2-),9.920,,3,d,857088,259.2,A,100,,5935.1,14,87,134,Fr,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2026-09-18
